LG_ST_Code,State,LG_DT_Code,District,Pincode,RegistrationDate,EnterpriseName,CommunicationAddress,Activities
24,GUJARAT,453,NAVSARI,396321,6/8/2025,Jalpa Sales Corporation,"0, Shiv-Ashish, Navapura Street, 0, 5, Bilimora","[{""NIC5DigitId"":""32909"",""Description"":""Manufacture of other articles n.e.c.""}]"
24,GUJARAT,453,NAVSARI,396445,12/8/2025,PRAJAPATI PUSHARAM DATTURAM,"2329, SHIV SHAKATI COMPLEX, GANESH SISODRA ROAD, 2329, 0, NAVSARI","[{""NIC5DigitId"":""47810"",""Description"":""Retail sale via stalls and markets of food, beverages and tobacco products""}]"
24,GUJARAT,453,NAVSARI,396580,12/8/2025,NIKITA VEGETABLE,"AA, KANSARA LINE, KANSARA LINE, AA, 396580, VANSDA","[{""NIC5DigitId"":""96098"",""Description"":""General household maintenance activities like grooming of the floor, dusting, cleaning of utensils etc.""}]"
24,GUJARAT,453,NAVSARI,396521,12/8/2025,BRAHMDEV PROVISION STORE,"00, TEJLAV, VETHIYAWAD, 00, 00, CHIKHLI","[{""NIC5DigitId"":""47110"",""Description"":""Retail sale in non-specialized stores with food, beverages or tobacco predominating""}]"
24,GUJARAT,453,NAVSARI,396060,12/8/2025,KALPESHBHAI GOPALBHAI AHIR,"345, ZADI FALIYA, NAVSARI, 345, CHIKHLI, NAVSARI","[{""NIC5DigitId"":""52219"",""Description"":""Other land transport services n.e.c""}]"
24,GUJARAT,453,NAVSARI,396310,12/8/2025,NEEL OM TELECOM,"157, BHURAWADI, DHAMDACHHA, 157, GANDEVI, NAVSARI","[{""NIC5DigitId"":""61201"",""Description"":""Activities of Internet access by the operator of the wireless infrastructure""}]"
24,GUJARAT,453,NAVSARI,396521,13/08/2025,OM SAI PARCEL SERVICE,"494, UGAMANA FALIYA, UGAMANA FALIYA, 494, CHIKHLI, AMADHARA","[{""NIC5DigitId"":""49300"",""Description"":""Transport via pipeline""}]"
24,GUJARAT,453,NAVSARI,396521,18/08/2025,YOGESHKUMAR ISHVARLAL PATEL,"UGAMNA FALIYA, BALWADA, CHIKHLI, UGAMNA FALIYA, 1, NAVSARI","[{""NIC5DigitId"":""68100"",""Description"":""Real estate activities with own or leased property""}]"
24,GUJARAT,453,NAVSARI,396321,18/08/2025,ANAND DEPARTMENTAL STORES,"STATION ROAD, BELOW MASJID, STATION ROAD, STATION ROAD, 0, BILIMORA","[{""NIC5DigitId"":""47190"",""Description"":""Other retail sale in non-specialized stores""}]"
24,GUJARAT,453,NAVSARI,396445,18/08/2025,QUANTM JEWELS,"G/3, GROUND FLOOR, PRABHAKUNJ HEIGHTS, STATION ROAD, G/3, GROUND FLOOR, OPP. ICICI BANK, NAVSARI","[{""NIC5DigitId"":""47733"",""Description"":""Retail sale of jewellery and immitation jewellery""},{""NIC5DigitId"":""46498"",""Description"":""Wholesale of precious metals and jewellery""}]"
24,GUJARAT,453,NAVSARI,396424,18/08/2025,JALARAM STEEL,"147/41, JAMPIR MOHALLO HALPATIWAS, KABILPORE, 147/41, NEAR VAGHESGWARI TEMPLE, NAVSARI","[{""NIC5DigitId"":""25999"",""Description"":""Manufacture of other fabricated metal products n.e.c.""}]"
24,GUJARAT,453,NAVSARI,396427,18/08/2025,Bansilal Giroharlal Mali,"86, navu faliya, 0, 86, 0, navsari","[{""NIC5DigitId"":""47110"",""Description"":""Retail sale in non-specialized stores with food, beverages or tobacco predominating""}]"
24,GUJARAT,453,NAVSARI,396450,18/08/2025,ANITA LADIES TAILOR,"SHOP NO. 3, HARIDHAM APPARTMENT, VIJALPORE, SHOP NO. 3, NAVSARI CITY, Navsari","[{""NIC5DigitId"":""47510"",""Description"":""Retail sale of textiles in specialized stores""}]"
24,GUJARAT,453,NAVSARI,396445,19/08/2025,DHAVALKUMAR S. DHIMMAR,"1345, VACHLU FALIYU, MACHHIWAD, 1345, NAVSARI, NAVSARI","[{""NIC5DigitId"":""53200"",""Description"":""Courier activities""}]"
24,GUJARAT,453,NAVSARI,396436,19/08/2025,RUPESHKUMAR MOHANBHAI PATIL,"0, PARSI FALIYU, MAROLI ROAD, 0, 0, NAVSARI","[{""NIC5DigitId"":""81299"",""Description"":""Other building and industrial cleaning activities""}]"
24,GUJARAT,453,NAVSARI,396325,19/08/2025,Indrapal Namilal Gautam,"1, Ganeshnagar, Gidc, 1, 1, Bilimora","[{""NIC5DigitId"":""68200"",""Description"":""Real estate activities on a fee or contract basis""}]"
24,GUJARAT,453,NAVSARI,396521,19/08/2025,ADNAN TRANSPORT BUSINESS,"466, GAMTAL, NAVSARI, 466, 466, CHIKHLI GJ","[{""NIC5DigitId"":""49226"",""Description"":""Passenger transport by man- or animal-drawn vehicles""}]"
24,GUJARAT,453,NAVSARI,396521,19/08/2025,DIPAK FARM & NURSERY,"0, SAI NAGAR, CHIKHLI, 0, 0, CHIKHLI","[{""NIC5DigitId"":""46205"",""Description"":""Wholesale of flowers and plants""}]"
24,GUJARAT,453,NAVSARI,396463,19/08/2025,SURESHCHANDRA DALICHAND SHAH,"1105, Jalaram Nagar, Jalaram Nagar, 1105, Ganesh Siaodrq, Navsari","[{""NIC5DigitId"":""47110"",""Description"":""Retail sale in non-specialized stores with food, beverages or tobacco predominating""}]"
24,GUJARAT,453,NAVSARI,395446,19/08/2025,VELORA TRADING,"-, Old Vegetable Market, Mota Bazar, -, Near Jumma Masjid, Navsari","[{""NIC5DigitId"":""47820"",""Description"":""Retail sale via stalls and markets of textiles, clothing and footwear""},{""NIC5DigitId"":""46413"",""Description"":""Wholesale of footwear""}]"
24,GUJARAT,453,NAVSARI,396580,14/12/2024,JAY AMBE DAIRY PARLOUR,"SHOP NO.,30, JAY AMBE DAIRY PARLOUR, HANUMANBARI- VANSDA MAIN ROAD, SHOP NO.,30, 0, VANSDA","[{""NIC5DigitId"":""10504"",""Description"":""Manufacture of cream, butter, cheese, curd, ghee, khoya etc.""}]"
24,GUJARAT,453,NAVSARI,696321,10/2/2025,J M Parlor,"501, Sagardarshan appartment, Bilinaka, 501, 1, Bilimora","[{""NIC5DigitId"":""96020"",""Description"":""Hairdressing and other beauty treatment""}]"
24,GUJARAT,453,NAVSARI,396427,10/2/2025,DWARKADHISH ENTERPRISES,"19, 2ND FLOOR, CITY TRADE CENTER, BARDOLI ROAD, 19, 2ND FLOOR, NASILPORE, NAVSARI","[{""NIC5DigitId"":""46692"",""Description"":""Wholesale of fertilizers and agrochemical products""},{""NIC5DigitId"":""46204"",""Description"":""Wholesale of straw, fodder & other animal\/poultry feed""},{""NIC5DigitId"":""46209"",""Description"":""Whole sale of other agriculture raw materials n.e.c.""}]"
24,GUJARAT,453,NAVSARI,396360,29/01/2025,LEGENDS SALON,"GANDEVI, GANDEVI CHAR RASTA AMALSAD ROAD OPP AMUL PARLOUR, AMALSAD ROAD, GANDEVI, GANDEVI, GANDEVI","[{""NIC5DigitId"":""96020"",""Description"":""Hairdressing and other beauty treatment""}]"
24,GUJARAT,453,NAVSARI,396445,29/01/2025,SHIVANI SHASHIKUMAR KANAKA,"0, 49, amber colony maruti nagar-a, shivaji chowk road, 0, 0, navsari","[{""NIC5DigitId"":""85500"",""Description"":""Educational support services""}]"
24,GUJARAT,453,NAVSARI,396445,29/01/2025,LUCKY LAUNDRY,"03, SURYA NAGAR, NEAR VITHAL MANDIR, 03, VIJALPORE, NAVSARI","[{""NIC5DigitId"":""96010"",""Description"":""Washing and (dry-) cleaning of textile and fur products""}]"
24,GUJARAT,453,NAVSARI,396445,6/2/2025,VASAVA MADANLAL,"568, Halpatiwas, Gampanchayat, 568, 68, NAVSARI","[{""NIC5DigitId"":""49231"",""Description"":""Motorised road freight transport""}]"
24,GUJARAT,453,NAVSARI,396321,11/2/2025,PARESHBHAI KHUMAN,"GAYAKWAD MILL CHAL, GAYAKWAD MILL CHAL, GAYAKWAD MILL, GAYAKWAD MILL CHAL, GANDEVI, BILIMORA","[{""NIC5DigitId"":""79900"",""Description"":""Other reservation service and related activities""}]"
24,GUJARAT,453,NAVSARI,396445,8/2/2025,Vaibhav Amrutlal Desai,"A/2, MAJUR MAHAJAN SOCIETY, NAVSARI, A/2, NAVSARI, NAVSARI","[{""NIC5DigitId"":""68200"",""Description"":""Real estate activities on a fee or contract basis""}]"
24,GUJARAT,453,NAVSARI,396421,31/01/2025,DHARMANJALI AYURVEDA,"102, Amrutnagar, Amrutnagar, 102, 3rd line, Navsari","[{""NIC5DigitId"":""20237"",""Description"":""Manufacture of cosmetics and toileteries (includes manufacture of pre- shave, shaving or after shave preparations; personal deodorants and anti- respirants; perfumed bath salts and other bath preparations; beauty or make-up preparations and preparations for the care of the skin, other than medicaments; manicure and pedicure preparations etc.)""}]"
24,GUJARAT,453,NAVSARI,396321,29/12/2024,OM SAI FARM AND NURSERY,"000, 000, PANCHNARA FALIYA, 000, 000, TAL VANSDA NAVSARI","[{""NIC5DigitId"":""46205"",""Description"":""Wholesale of flowers and plants""}]"
24,GUJARAT,453,NAVSARI,396060,29/12/2024,PRAKASHBHAI BABUBHAI PATEL,"-, nishal faliyu, Khergam Mograwadi, -, -, Khergam","[{""NIC5DigitId"":""49231"",""Description"":""Motorised road freight transport""}]"
24,GUJARAT,453,NAVSARI,396360,31/01/2025,AJAYKUMAR THAKORBHAI MEHTA,"214, DEVKRUPA COMPLAX, CHAR RASTA GANDEVI, 214, GANDEVI, NAVSARI","[{""NIC5DigitId"":""47990"",""Description"":""Other retail sale not in stores, stalls or markets""}]"
24,GUJARAT,453,NAVSARI,396321,2/1/2025,Gayatri Engineering,"0, Nursery Road, Nursery Road, 0, Bilimora, Bilimora","[{""NIC5DigitId"":""94990"",""Description"":""Activities of other membership organizations n.e.c.""},{""NIC5DigitId"":""25999"",""Description"":""Manufacture of other fabricated metal products n.e.c.""}]"
24,GUJARAT,453,NAVSARI,396521,31/01/2025,SHIV KRUPA TRADERS,"2320, NISHAL FALIYA, NISHAL FALIYA, 2320, 0, CHIKHLI","[{""NIC5DigitId"":""49231"",""Description"":""Motorised road freight transport""}]"
24,GUJARAT,453,NAVSARI,396560,31/01/2025,SS MOBILE REPARING,"767/9, JSD COMPLEX, VANSDA ROAD, 767/9, 01, RANKUVA","[{""NIC5DigitId"":""09900"",""Description"":""Support activities for other mining and quarrying""}]"
24,GUJARAT,453,NAVSARI,396445,20/02/2025,SWAPAA WEALTH,"101, RUSHABH PLAZZA, ASHANAGAR, 101, NAGTALAVADI, NAVSARI","[{""NIC5DigitId"":""66190"",""Description"":""Activities auxiliary to financial service activities n.e.c.""}]"
24,GUJARAT,453,NAVSARI,396445,20/02/2025,Anubhai Ranabhai Bharwad,"2320, Gopal Nagar, Sindhi Camp Road Navsari, 2320, -, Navsari","[{""NIC5DigitId"":""68100"",""Description"":""Real estate activities with own or leased property""}]"
24,GUJARAT,453,NAVSARI,396436,20/02/2025,SHREE SUMATINATH VASAN BHANDAR,"OPPOSITE SBI BANK, MAROLI BAZAR, UBHARAT ROAD, OPPOSITE SBI BANK, MAROLI BAZAR MAIN ROAD, MAROLI","[{""NIC5DigitId"":""47599"",""Description"":""Retail sale of other household appliances n.e.c. ( security systems, such as locking devices, safes, and vaults, without installation or maintenance services etc. , wooden, cork and wickerwork goods, sewing and knitting machine and other household utensils and durables n.e.c.)""}]"
24,GUJARAT,453,NAVSARI,396370,15/04/2025,SHAILESHKUMAR K SOLANKI,"SOLANKIWASH, SOLANKIWASH, KACHHOLI, SOLANKIWASH, KACHHOLI, NAVSARI","[{""NIC5DigitId"":""46304"",""Description"":""Wholesale of confectionery, bakery products and beverages other than intoxicants""}]"
24,GUJARAT,453,NAVSARI,396445,15/04/2025,SHIVANI BAKERY AND FAST FOOD,"PLOT NO.04, OLD R.S.NO.119/1, VIJALPORE, PLOT NO.04, SHANESHWAR NAGAR, NAVSARI","[{""NIC5DigitId"":""10712"",""Description"":""Manufacture of biscuits, cakes, pastries, rusks etc.""}]"
24,GUJARAT,453,NAVSARI,396580,15/04/2025,VINAYAK MOBILE SHOP,"AA, MAIN BAZAR, MAIN BAZAR, AA, AA, VANSDA","[{""NIC5DigitId"":""96098"",""Description"":""General household maintenance activities like grooming of the floor, dusting, cleaning of utensils etc.""}]"
24,GUJARAT,453,NAVSARI,396325,14/04/2025,SOHEL MUTTON CHICKEN,"KAROLIYA CHAL, KAROLIYA CHAL, OPP. VANIYA MILL HIGH SCHOOL, KAROLIYA CHAL, GANDEVI, ANTALIYA","[{""NIC5DigitId"":""10101"",""Description"":""Mutton-slaughtering, preparation""}]"
24,GUJARAT,453,NAVSARI,396445,14/04/2025,ASHOKKUMAR GANPATRAM BHATT,"1144-3A, SURBHI PARK, DASHERA TEKARI, 1144-3A, NAVSARI, NAVSARI","[{""NIC5DigitId"":""96096"",""Description"":""Astrological and spiritualists’ activities""}]"
24,GUJARAT,453,NAVSARI,396321,14/04/2025,SHANTI TRADERS,"0, JUNI POST NI BAJUMA, DESRA ROAD, 0, 0, BILIMORA","[{""NIC5DigitId"":""47219"",""Description"":""Retail sale of other food products n.e.c.""}]"
24,GUJARAT,453,NAVSARI,396450,21/04/2025,BHAVANI SUPER MARKET,"2, SURYANAGAR, VIJAPOR ROAD, 2, 00, NAVSARI","[{""NIC5DigitId"":""47110"",""Description"":""Retail sale in non-specialized stores with food, beverages or tobacco predominating""}]"
24,GUJARAT,453,NAVSARI,396321,21/04/2025,CARDIOFLOW SOLUTIONS,"206 2ND FLOOR, NISCHAY CO OP HSG SOCIETY, GAUHARBAUG, 206 2ND FLOOR, TAL GANDEVI, BILIMORA","[{""NIC5DigitId"":""46497"",""Description"":""Wholesale of pharmaceutical and medical goods""}]"
24,GUJARAT,453,NAVSARI,396424,21/04/2025,SAFIYA NASIM RAFIK,"SHOP NO-6, SHYAM SHOPPING CENTER, GRID ROAD, SHOP NO-6, KABILPOR, NAVSARI","[{""NIC5DigitId"":""79120"",""Description"":""Tour operator activities""}]"
24,GUJARAT,453,NAVSARI,396445,20/02/2025,Om Shree Beauty parlour,"F-103, Prabhakunj Flowers, Kabilpor Bajar, F-103, Navsari, Navsari","[{""NIC5DigitId"":""96020"",""Description"":""Hairdressing and other beauty treatment""}]"
24,GUJARAT,453,NAVSARI,394230,20/02/2025,SUNIL,"HN 125, MANSAROVAR 2, JALALPUR, HN 125, MAROLI, NAVSARI","[{""NIC5DigitId"":""49300"",""Description"":""Transport via pipeline""}]"
24,GUJARAT,453,NAVSARI,396060,20/02/2025,Nimisha Enterprise,"0, Dholumber, Tadbari Faliya, 0, Chikhli, Chikhli","[{""NIC5DigitId"":""32120"",""Description"":""Manufacture of imitation jewellery and related articles""}]"
24,GUJARAT,453,NAVSARI,396521,20/02/2025,JALARAM FURNITURE,"2095, HEMANTBHAI MISTRY, JUNA VALSAD ROAD, 2095, CHIKHLI, NAVSARI","[{""NIC5DigitId"":""16299"",""Description"":""Manufacture of other wood products n.e.c.""}]"
24,GUJARAT,453,NAVSARI,396445,20/02/2025,RAJUBHAI SAMOSA,"7, DHANLAXMI SOCIETY, NAVSARI, 7, NAVSARI, NAVSARI","[{""NIC5DigitId"":""10799"",""Description"":""Other semi-processed, processed or instant foods n.e.c. except farinaceous products and malted foods and manufacturing activities like manufacture of egg powder, sambar powder etc. (this excludes the activities covered under 10619)""}]"
24,GUJARAT,453,NAVSARI,396580,20/02/2025,PATEL KIRANA STORE,"A, NA, NAVA FALIYA, A, B, VANSDA","[{""NIC5DigitId"":""32909"",""Description"":""Manufacture of other articles n.e.c.""}]"
24,GUJARAT,453,NAVSARI,396445,20/02/2025,SARATHI ACADEMY,"G-17, Grounf Floor, Veerbhadra Complex, Station Road, G-17, Grounf Floor, Opp. Yesha Cencer Center, Navsari","[{""NIC5DigitId"":""85500"",""Description"":""Educational support services""}]"
24,GUJARAT,453,NAVSARI,396450,20/02/2025,BHAVIN RAJENDRA MAKADE,"18, SARASWATI NAGAR, VIJALPORE, 18, VIJALPORE, NAVSARI","[{""NIC5DigitId"":""79110"",""Description"":""Travel agency activities""},{""NIC5DigitId"":""79120"",""Description"":""Tour operator activities""}]"
24,GUJARAT,453,NAVSARI,396466,14/04/2025,AMISHBHAI JAGUBHAI PATEL,"2, SHOPPING CENTENR SATEM, SATEM GAAM, 2, NAVSARI, NAVSARI","[{""NIC5DigitId"":""52109"",""Description"":""Storage and warehousing n.e.c.[Includes general merchandise warehouses and warehousing of furniture, automobiles, gas and oil, chemicals, textiles etc. Also included is storage of goods in foreign trade zones]""}]"
24,GUJARAT,453,NAVSARI,396445,18/02/2025,EXOTIX  TOURS AND TRAVELS,"W.NO.5/580/1, GOLWAD, -, W.NO.5/580/1, -, NASVARI","[{""NIC5DigitId"":""79110"",""Description"":""Travel agency activities""}]"
24,GUJARAT,453,NAVSARI,396040,18/02/2025,BAVARIYA PARASKUMAR SUBHASHBHAI,"0, OPP DR. GULABBHAI, NAVA ROAD, 0, KHERGAM, KHERGAM","[{""NIC5DigitId"":""46592"",""Description"":""Wholesale of transport equipment except motor vehicles, motorcycles and bicycles""}]"
24,GUJARAT,453,NAVSARI,396445,18/02/2025,AFZALHUSEN S SAIYAD,"0, GADHEVAN BANGLOWS VIRAVAL ROAD, NAVSARI, 0, 0, NAVSARI","[{""NIC5DigitId"":""49223"",""Description"":""Rental of private cars with driver""}]"
24,GUJARAT,453,NAVSARI,396590,18/02/2025,BHAVANI SUPER MARKET,"-, BAZAR ROAD, BAZAR ROAD, -, -, UNAI","[{""NIC5DigitId"":""47110"",""Description"":""Retail sale in non-specialized stores with food, beverages or tobacco predominating""}]"
24,GUJARAT,453,NAVSARI,396580,18/02/2025,OM SAI TAILES,"AA, DUNGARPADA, DUNGARPADA, AA, AA, LIMZAR","[{""NIC5DigitId"":""96098"",""Description"":""General household maintenance activities like grooming of the floor, dusting, cleaning of utensils etc.""}]"
24,GUJARAT,453,NAVSARI,396521,18/02/2025,BHAGWATI ENTERPRISE,"House No 55/1, Bhagwati Enterprise, Brahman Faliya, House No 55/1, House No 55/1, Chikhli","[{""NIC5DigitId"":""47599"",""Description"":""Retail sale of other household appliances n.e.c. ( security systems, such as locking devices, safes, and vaults, without installation or maintenance services etc. , wooden, cork and wickerwork goods, sewing and knitting machine and other household utensils and durables n.e.c.)""},{""NIC5DigitId"":""43211"",""Description"":""Installation of electrical wiring and fittings""}]"
24,GUJARAT,453,NAVSARI,396424,16/04/2025,YOGESHBHAI DALUBHAI RATHOD,"0, 0, SADAK FALIYU GRID, 0, 0, NAVSARI","[{""NIC5DigitId"":""85410"",""Description"":""Sports and recreation education""}]"
24,GUJARAT,453,NAVSARI,396445,16/04/2025,MAHIMA PLASTIC,"1896/2, MAHIMA PLASTIC, NR PRAJAPATI ASHRAM, 1896/2, 0, NAVSARI","[{""NIC5DigitId"":""46693"",""Description"":""Wholesale of plastic materials in primary forms""}]"
24,GUJARAT,453,NAVSARI,396580,16/02/2025,Om Sai Tea Center,"198, plan station faliyu, saputara main road, 198, vansda, vansda","[{""NIC5DigitId"":""47990"",""Description"":""Other retail sale not in stores, stalls or markets""}]"
24,GUJARAT,453,NAVSARI,396445,18/02/2025,AARANYAKA VAN MART,"LG-6, Banti M. Kansara, STATION ROAD, LG-6, FUWARA, NAVSARI","[{""NIC5DigitId"":""47110"",""Description"":""Retail sale in non-specialized stores with food, beverages or tobacco predominating""},{""NIC5DigitId"":""46309"",""Description"":""Wholesale of other basic\/manufactured food stuffs n.e.c.""}]"
24,GUJARAT,453,NAVSARI,396450,18/02/2025,SONU VAKDE COLOUR CONTRACTOR,"GALI NO -2, NEAR VITTHAL TEMPLE, VIJALPORE, GALI NO -2, 0, NAVSARI","[{""NIC5DigitId"":""43303"",""Description"":""Interior and exterior painting, glazing, plastering and decorating of buildings or civil engineering structures""}]"
24,GUJARAT,453,NAVSARI,396521,20/02/2025,CHANDIKA FOOTWEAR,"1, DHOBIWAD BAZAR, CHIKHLI, 1, 1, CHIKHLI","[{""NIC5DigitId"":""47713"",""Description"":""Retail sale of footwear""}]"
24,GUJARAT,453,NAVSARI,396350,20/02/2025,HALPATI GAURANG KUMAR,"01, HALPATIVAS, GANDEVI ROAD, 01, 01, NAVSARI","[{""NIC5DigitId"":""49231"",""Description"":""Motorised road freight transport""}]"
24,GUJARAT,453,NAVSARI,396445,20/02/2025,SHIVAM AUTO PARTS AND GARAGE,"SHOP NO.5, KINARA APPARTMENT, SHANTADEVI ROAD, SHOP NO.5, -, NAVSARI","[{""NIC5DigitId"":""96098"",""Description"":""General household maintenance activities like grooming of the floor, dusting, cleaning of utensils etc.""}]"
24,GUJARAT,453,NAVSARI,396445,20/02/2025,NISHIT HASMUKHBHAI RATHOD,"337, -, SARVODAY MOHLLO, 337, -, NAVSARI","[{""NIC5DigitId"":""69202"",""Description"":""Tax consultancy""}]"
24,GUJARAT,453,NAVSARI,396580,20/02/2025,JAY AMBE NURSERY,"18/1, HOME, DUKAN FALIYU, 18/1, 1, VANSDA","[{""NIC5DigitId"":""01640"",""Description"":""Seed processing for propagation""}]"
24,GUJARAT,453,NAVSARI,396445,15/04/2025,SHREE VIMALNATH LASERS,"401, FOUNTAIN PLAZA, FUVARA, 401, NAVSARI, NAVSARI","[{""NIC5DigitId"":""74909"",""Description"":""Other professional, scientific and technical activities n.e.c.""}]"
24,GUJARAT,453,NAVSARI,396445,14/04/2025,JAYSUKH ARJAN GONDALIYA,"3, MADHAV, -, 3, -, NAVSARI","[{""NIC5DigitId"":""41001"",""Description"":""Construction of buildings carried out on own-account basis or on a fee or contract basis""},{""NIC5DigitId"":""41002"",""Description"":""Activities relating to alteration, addition, repair, maintenance carried out on own-account basis or on a fee or contract basis""}]"
24,GUJARAT,453,NAVSARI,396436,13/02/2025,just international,"ground floor 122, atlantica the mall, dabhel road, ground floor 122, char rasta, jalalpor","[{""NIC5DigitId"":""64990"",""Description"":""Other financial service activities, except insurance and pension funding activities, n.e.c""}]"
24,GUJARAT,453,NAVSARI,396560,15/04/2025,M S MOBILE,"G-15, SILVER ICON, RANKUVA, G-15, G-15, CHIKHLI","[{""NIC5DigitId"":""62099"",""Description"":""Other information technology and computer service activities n.e.c""}]"
24,GUJARAT,453,NAVSARI,396380,15/04/2025,DIVYESHBHAI PARBHUBHAI PATEL,"161, Mali faliya, Nr. Ataliya talav, 161, 0, Bilimora","[{""NIC5DigitId"":""56210"",""Description"":""Event catering""}]"
24,GUJARAT,453,NAVSARI,396445,15/04/2025,RAMSINGAR NISHAD,"0, NEAR SHIV MANDIR, SHANTADEVI ROAD, 0, NAVSARI, NAVSARI","[{""NIC5DigitId"":""23952"",""Description"":""Manufacture of articles articles of concrete, cement or artificial stone (tiles, bricks etc.)""}]"
24,GUJARAT,453,NAVSARI,396445,15/04/2025,JASHUBHAI KHODABHAI VARU,"1, 6 avenue apartment, Navsari, 1, ., Navsari","[{""NIC5DigitId"":""55101"",""Description"":""Hotels and Motels, inns, resorts providing short term lodging facilities; includes accommodation in house boats""}]"
24,GUJARAT,453,NAVSARI,396421,15/04/2025,Niraliben Hemanshukumar Gondaliya,"Khodiyar Krupa, 101 Amarut nagar Society, Jalalpore Road, Khodiyar Krupa, ., Navsari","[{""NIC5DigitId"":""63999"",""Description"":""Other information service activities n.e.c.""}]"
24,GUJARAT,453,NAVSARI,396445,15/04/2025,SIDDHI ENTERPRISE,"D/175, SHIVANI RESIDENCY, GHELKHADI ROAD, D/175, VIJALPORE ROAD, NAVSARI","[{""NIC5DigitId"":""95210"",""Description"":""Repair of consumer electronics""}]"
24,GUJARAT,453,NAVSARI,396450,15/04/2025,Ellora Wood Art,"1, Ellora Wood Art, Road, 1, 1, Vijalpor , Navsari","[{""NIC5DigitId"":""16221"",""Description"":""Manufacture of structural wooden goods [intended to be used primarily in the construction industry such as beams, rafters, roof struts, glue-laminated and metal connected, prefabricated wooden roof trusses, doors, windows, shutters and their frames, whether or not containing metal fittings, stairs, railings, wooden beadings and mouldings, shingles and shakes etc.]""}]"
24,GUJARAT,453,NAVSARI,396060,18/02/2025,JAYANTIBHAI BABUBHAI BHOYA,"CHIKARPADA, CHIKHLI, NAVSARI, CHIKARPADA, NAVSARI, NAVSARI","[{""NIC5DigitId"":""49231"",""Description"":""Motorised road freight transport""}]"
24,GUJARAT,453,NAVSARI,396450,19/02/2025,INSPEKTARGUPTA,"01, HANUMAN NAGAR-2, VITTHAL MANDIR ROAD, 01, 01, NAVSARI","[{""NIC5DigitId"":""96094"",""Description"":""Coin-operated personal service machines such as photo booths, weighing machines, blood pressure checking machines etc.""}]"
24,GUJARAT,453,NAVSARI,396445,19/02/2025,PRAKASHKUMAR RAMESHBHAI CHHODVADIYA,"49, AMRUTNAGAR SOCIETY, JALALPORE ROAD, 49, 0, NAVSARI","[{""NIC5DigitId"":""13999"",""Description"":""Manufacture of other textiles\/textile products n.e.c.""}]"
24,GUJARAT,453,NAVSARI,396445,17/12/2024,OM SHREE SAI CATERING SERVICES,"6/625, JAIN SOCIETY, NEAR FUWARA, 6/625, 0, NAVSARI","[{""NIC5DigitId"":""56210"",""Description"":""Event catering""}]"
24,GUJARAT,453,NAVSARI,396040,17/12/2024,GANGOTRI GENERAL STORE,"GANGOTRI GENERAL, BANDHAD FALIYA, VALSAD ROAD, GANGOTRI GENERAL, BANDHAD FALIYA, NAVSARI","[{""NIC5DigitId"":""56291"",""Description"":""Activities of food service contractors (e.g. for transportation companies)""}]"
24,GUJARAT,453,NAVSARI,396469,20/04/2025,BERUNARH KIRANA STORE,"., TAD FALIYA UGAT SHAHU, UGAT, ., ., NAVSARI","[{""NIC5DigitId"":""56291"",""Description"":""Activities of food service contractors (e.g. for transportation companies)""}]"
24,GUJARAT,453,NAVSARI,396440,20/04/2025,Shaikh Munafahemad Badruddin,"119, Patel Faliya, Machhad, 119, -, Navsari","[{""NIC5DigitId"":""49231"",""Description"":""Motorised road freight transport""}]"
24,GUJARAT,453,NAVSARI,396445,20/04/2025,OMPRAKASH TRAVELS,"RAMNAGAR-2 VIJALPORE, VIJALPORE NAVSARI, NEAR VITTHAL MANDIR, RAMNAGAR-2 VIJALPORE, 0, NAVSARI","[{""NIC5DigitId"":""79900"",""Description"":""Other reservation service and related activities""}]"
24,GUJARAT,453,NAVSARI,396445,8/2/2025,LALCHAND DAYARAM KANOJIYA,"SHOPE NO 7, SAI ASHISH APARTMENT SHIVKRUPA SOCIETY, -, SHOPE NO 7, -, NAVSARI","[{""NIC5DigitId"":""96010"",""Description"":""Washing and (dry-) cleaning of textile and fur products""}]"
24,GUJARAT,453,NAVSARI,396445,8/2/2025,HINABEN MANOJBHAI PATEL,"GHAR NO 04, GURUKRUPA SOCIETY, NEAR JALKAMAL SOCIETY, GHAR NO 04, 04, NAVSARI","[{""NIC5DigitId"":""47711"",""Description"":""Retail sale of readymade garments, hosiery goods, other articles of clothing and clothing accessories such as gloves, ties, braces etc.""}]"
24,GUJARAT,453,NAVSARI,396380,13/02/2025,Jay Ambe,"0, BHAUTIKKUMAR KANTIBHAI PATEL, Bilimora, 0, 00, Bilimora","[{""NIC5DigitId"":""47110"",""Description"":""Retail sale in non-specialized stores with food, beverages or tobacco predominating""}]"
24,GUJARAT,453,NAVSARI,396406,29/01/2025,DIVYESHKUMAR KARSHANBHAI PATEL,"877, DAJI FALIYA, JALALPORE, 877, ABRAMA, NAVSARI","[{""NIC5DigitId"":""43214"",""Description"":""Installation of fire alarm system and burgler alarm system""}]"
24,GUJARAT,453,NAVSARI,396409,29/01/2025,HANUMAN KIRANA STORES,"3, VANZARI FALIYA, ALIPOR, 3, 3, CHIKHLI","[{""NIC5DigitId"":""56291"",""Description"":""Activities of food service contractors (e.g. for transportation companies)""}]"
