LG_ST_Code,State,LG_DT_Code,District,Pincode,RegistrationDate,EnterpriseName,CommunicationAddress,Activities
24,GUJARAT,453,NAVSARI,396436,13/11/2024,V. D. CONTRACTOR,"6/384, CHAWADA SOCIETY, CHHINAM ROAD, 6/384, OPP. JAGDISH SOCIETY, NAVSARI","[{""NIC5DigitId"":""82990"",""Description"":""Other business support service activities n.e.c.""}]"
24,GUJARAT,453,NAVSARI,396445,13/11/2024,Sagar Dholi And Group,"6, Shital Nagar, Mankodiya, 6, 0, Navsari","[{""NIC5DigitId"":""59141"",""Description"":""Motion picture or video tape projection in cinemas, in the open air or in other projection facilities""}]"
24,GUJARAT,453,NAVSARI,396445,18/11/2024,Priti Shishirkumar Shah,"101, C.L.Tower, Mota Bazar, 101, 1045, Navsari","[{""NIC5DigitId"":""74101"",""Description"":""Fashion design related to textiles, wearing apparel, shoes, jewelry, furniture and other fashion goods as well as other personal or household goods""}]"
24,GUJARAT,453,NAVSARI,396521,18/11/2024,JAY YOGESHWAR GENERAL STORE,"KAVERI NADI, KAVERI NADI, NADI ROAD, KAVERI NADI, CHIKHLI, NAVSARI","[{""NIC5DigitId"":""56304"",""Description"":""Mobile beverage vendors""}]"
24,GUJARAT,453,NAVSARI,396521,18/11/2024,Shiv shakti Photography,"House no 950, Bhuthal Falia, Bhuthal falia, House no 950, ., Chikhli","[{""NIC5DigitId"":""59112"",""Description"":""Video production""}]"
24,GUJARAT,453,NAVSARI,396424,18/11/2024,UMIYA DAIRY FARM,"SHOP NO 7, PRIMA SHOPING CENTER, NAVSARI, SHOP NO 7, NAVSARI, NAVSARI","[{""NIC5DigitId"":""46302"",""Description"":""Wholesale of raw milk & dairy products""}]"
24,GUJARAT,453,NAVSARI,396445,21/09/2024,NM CONSULTANCY AND ACCOUNTING,"3-B, PRIYADARSHANI PARK, MANEKLAL ROAD, 3-B, 0, NAVSARI","[{""NIC5DigitId"":""69201"",""Description"":""Accounting, bookkeeping and auditing activities""}]"
24,GUJARAT,453,NAVSARI,396521,19/11/2024,BHAVSAR  JAY  JAGDISHBHAI,"1, JAY MUSIC CENTER, CHIKHLI, 1, CHIKHLI, NAVSARI","[{""NIC5DigitId"":""95120"",""Description"":""Repair of communication equipment""}]"
24,GUJARAT,453,NAVSARI,396445,19/11/2024,farukh shaikh,"1023, kasivadi, near navin nagar, 1023, 0, navsari","[{""NIC5DigitId"":""47739"",""Description"":""Other retail sale of new goods in specialized stores n.e.c (weapons and ammunition, non food products)""}]"
24,GUJARAT,453,NAVSARI,396445,2/9/2024,RJ'S FAMILY SALON,"201, K K COMMERCIO, NR PRAJAPATI VDHYARTHI ASHRAM, 201, 0, NAVSARI","[{""NIC5DigitId"":""96020"",""Description"":""Hairdressing and other beauty treatment""}]"
24,GUJARAT,453,NAVSARI,396450,2/9/2024,Chanda sonkar,"Shop no. 4, suryanagar, vijalpore near police station, Shop no. 4, 0, Navsari","[{""NIC5DigitId"":""96091"",""Description"":""Social activities such as escort services, marriage bureaus""}]"
24,GUJARAT,453,NAVSARI,396445,2/9/2024,RAKESH THAKOREBHAI LAD,"SHOP NO 11, VRAJBHUMI APPARTMENT, JALALPORE, SHOP NO 11, 0, NAVSARI","[{""NIC5DigitId"":""47214"",""Description"":""Retail sale of bakery products, dairy products and eggs""}]"
24,GUJARAT,453,NAVSARI,396445,2/9/2024,LUCKY FASHION,"424, ROHITVAS, MAIN ROAD, 424, NAVSARI, NAVSARI","[{""NIC5DigitId"":""13929"",""Description"":""Manufacture of other made-up textile articles, except apparel n.e.c.""}]"
24,GUJARAT,453,NAVSARI,396521,2/9/2024,RAJUBHAI SHIVAJIBHAI GURJAR,"4, AZAD NAGAR COLLAGE ROAD, CHIKHALI, 4, CHIKHALI, NAVSARI","[{""NIC5DigitId"":""68200"",""Description"":""Real estate activities on a fee or contract basis""}]"
24,GUJARAT,453,NAVSARI,396325,2/9/2024,PATEL AJAYKUMAR BHIKHUBHAI,"0, OPP VANIYA MILL SCHOOL, CHIKHLI ROAD, 0, 0, BILIMORA","[{""NIC5DigitId"":""56102"",""Description"":""Cafeterias, fast-food restaurants and other food preparation in market stalls""}]"
24,GUJARAT,453,NAVSARI,396321,2/9/2024,CHAQUAN SPORTS,"1-3084-77, NAVJIVAN COLONY, BILIMORA, 1-3084-77, B/H WATER TANK, NAVSARI","[{""NIC5DigitId"":""85410"",""Description"":""Sports and recreation education""}]"
24,GUJARAT,453,NAVSARI,396450,22/08/2024,SARALA RAJUBHAI LAMBODE,"43, LAXMI NAGAR, NAVSARI, 43, NAVSARI, NAVSARI","[{""NIC5DigitId"":""14105"",""Description"":""Custom tailoring""}]"
24,GUJARAT,453,NAVSARI,396445,22/08/2024,Bhavnaben bharatkumar patel,"2/143, Vadi faliyu, Amri road, 2/143, Amri, Navsari","[{""NIC5DigitId"":""13991"",""Description"":""Embroidery work and making of laces and fringes""}]"
24,GUJARAT,453,NAVSARI,396445,22/09/2024,MITRO general store,"Omkar height, Ground floor, Chhapra road, Omkar height, Navsari, NAVSARI","[{""NIC5DigitId"":""56302"",""Description"":""Tea\/coffee shops""}]"
24,GUJARAT,453,NAVSARI,396445,3/10/2024,Sadikmahmad usmanbhai multani,"0, Ekta appartment, Dasturwad, 0, 0, Navsari","[{""NIC5DigitId"":""10509"",""Description"":""Manufacture of other dairy products n.e.c.""}]"
24,GUJARAT,453,NAVSARI,396321,16/08/2024,M M CANTEEN BILIMORA,"ANTALIYA, CHIKHALI ROAD ANTALIYA, CHIKHALI ROAD, ANTALIYA, TAL GANDEVI, NAVSARI","[{""NIC5DigitId"":""56292"",""Description"":""Operation of canteens or (e.g. for factories, offices, hospitals or schools) on a concession basis""}]"
24,GUJARAT,453,NAVSARI,396421,16/08/2024,PREMALKUMAR JITENDRABHAI TOPIWALA,"53, TAIWAD KHALIFA MOHALLO, BILAL MASJID, 53, -, NAVSARI","[{""NIC5DigitId"":""14105"",""Description"":""Custom tailoring""}]"
24,GUJARAT,453,NAVSARI,396310,16/08/2024,JITENKUMAR GULABBHAI PATEL,"282, LALI FALIYA, GANDEVI, 282, 0, BILIMORA","[{""NIC5DigitId"":""68200"",""Description"":""Real estate activities on a fee or contract basis""}]"
24,GUJARAT,453,NAVSARI,396427,16/08/2024,Priti v athana,"h-403, Balaji park, opp sarthi villa nr Jainmandir, h-403, ., navsari","[{""NIC5DigitId"":""13139"",""Description"":""Other activities relating to finishing of textile n.e.c.""}]"
24,GUJARAT,453,NAVSARI,396450,16/08/2024,FATEMA BAG CENTER,"-, -, NEAR HANUMAN MANDIR, -, MOTA BAZZAR,NEAR JUMMA MASJID, NAVSARI","[{""NIC5DigitId"":""47890"",""Description"":""Retail sale via stalls and markets of other goods""}]"
24,GUJARAT,453,NAVSARI,396040,16/08/2024,RANJIT DAIRY,"Dukan Faliya, Khergam, -, Dukan Faliya, -, Navsari","[{""NIC5DigitId"":""46302"",""Description"":""Wholesale of raw milk & dairy products""}]"
24,GUJARAT,453,NAVSARI,396445,16/08/2024,Ideamark,"B/h Juni Post Office, Maroli Bazar, Navsari, B/h Juni Post Office, Navsari, Navsari","[{""NIC5DigitId"":""46595"",""Description"":""Wholesale of machinery and equipment for the textile, wood and metal industries etc.""},{""NIC5DigitId"":""46909"",""Description"":""Other non-specialised wholesale trade n.e.c.""}]"
24,GUJARAT,453,NAVSARI,396060,21/08/2024,Ganeshbhai Natubhai Deshmukh,"0, CHIRPADA, MAIN ROAD, 0, 0, NAVSARI","[{""NIC5DigitId"":""49300"",""Description"":""Transport via pipeline""}]"
24,GUJARAT,453,NAVSARI,396450,21/08/2024,PRAHLADBHAI NANJIBHAI PATEL,"19 B, K. R. PARK, NEAR DADA NAGAR, 19 B, NAVSARI, NAVSARI","[{""NIC5DigitId"":""41001"",""Description"":""Construction of buildings carried out on own-account basis or on a fee or contract basis""}]"
24,GUJARAT,453,NAVSARI,396560,21/08/2024,NATUBHAI GAMIT,"000, 000, GAMIT FALIYU, 000, 000, VANSDA","[{""NIC5DigitId"":""49231"",""Description"":""Motorised road freight transport""}]"
24,GUJARAT,453,NAVSARI,396321,21/08/2024,RAJESHBHAI DHIRUBHAI PATEL,"482, Vachala Faliya, MAIN ROAD, 482, Gandevi, Bilimora","[{""NIC5DigitId"":""46203"",""Description"":""Wholesale of live animals and poultry""}]"
24,GUJARAT,453,NAVSARI,396463,21/08/2024,DHARMESH PAN CENTRE,"SHOP NO.2, MUNSAD PANCHAYAT SHOPPING CENTRE, AT BUS STAND, PADAR FALIYA, SHOP NO.2, 0, NAVSARI","[{""NIC5DigitId"":""56302"",""Description"":""Tea\/coffee shops""}]"
24,GUJARAT,453,NAVSARI,396450,20/08/2024,SHREE GANESH NASTA & TEA CENTER,"C 8, AYODHYANAGAR 2, NAVSARI, C 8, A, NAVSARI","[{""NIC5DigitId"":""47810"",""Description"":""Retail sale via stalls and markets of food, beverages and tobacco products""}]"
24,GUJARAT,453,NAVSARI,396321,17/08/2024,SHREE RAM TEMPO SERVICE,"585, BANGIYA FALIYA, MITHA KUVA, 585, GANDEVI, BILIMORA","[{""NIC5DigitId"":""49223"",""Description"":""Rental of private cars with driver""}]"
24,GUJARAT,453,NAVSARI,396424,17/08/2024,PATEL OXYGEN PRIVATE LIMITED,"1240, SHOP NO.2, PRAMUKHSHRI VINAY PARK, KABILPOOR, 1240, SHOP NO.2, KABILPOOR, KABILPOOR","[{""NIC5DigitId"":""32909"",""Description"":""Manufacture of other articles n.e.c.""},{""NIC5DigitId"":""06102"",""Description"":""On shore Extraction of crude petroleum""}]"
24,GUJARAT,453,NAVSARI,396521,6/1/2024,Moin chicken center,"01, Masajid falia, Masajid falia, 01, 1, Chikhli","[{""NIC5DigitId"":""47990"",""Description"":""Other retail sale not in stores, stalls or markets""}]"
24,GUJARAT,453,NAVSARI,396060,8/11/2023,JITENDRABHAI GAMANBHAI CHAUDHARI,"AT POST MANDAVKHADAK, C/O JITENDRABHAI, MANDAVKHADAK, AT POST MANDAVKHADAK, CHIKHLI, NAVSARI","[{""NIC5DigitId"":""16299"",""Description"":""Manufacture of other wood products n.e.c.""}]"
24,GUJARAT,453,NAVSARI,396570,29/07/2024,HENIL TRADERS,"1154, RATNASINH CHAUHAN, VACHALA FALIA, 1154, 150, VACHALA FALIA","[{""NIC5DigitId"":""88100"",""Description"":""Social work activities without accommodation for the elderly and disabled""}]"
24,GUJARAT,453,NAVSARI,396445,17/08/2024,ZATPAT NEWS,"302, ANAND COMPLEX, CENTER BANK TO SAYAJI LIBRARY, 302, 5, NAVSARI","[{""NIC5DigitId"":""63910"",""Description"":""News agency activities""}]"
24,GUJARAT,453,NAVSARI,396445,17/08/2024,SHREE SAINATH TRADING COMPANY,"23, SHANKHESHWAR SOCIETY, NEAR KALIYAWADI BRIDGE, 23, -, NAVSARI","[{""NIC5DigitId"":""74909"",""Description"":""Other professional, scientific and technical activities n.e.c.""}]"
24,GUJARAT,453,NAVSARI,396580,17/08/2024,DHARMA LAL GURJAR,"0, BORIYACHH, MAIN ROAD, 0, 0, NAVSARI","[{""NIC5DigitId"":""47110"",""Description"":""Retail sale in non-specialized stores with food, beverages or tobacco predominating""}]"
24,GUJARAT,453,NAVSARI,396325,17/08/2024,NEW NAVBHARAT INDUSTRIES,"01, NEAR G.K.INDUSTRIES, GIDC, 01, GANDEVI, ANTALIA","[{""NIC5DigitId"":""13139"",""Description"":""Other activities relating to finishing of textile n.e.c.""}]"
24,GUJARAT,453,NAVSARI,396450,17/08/2024,KAJAL GARMENTS,"10101922/0, SARASWATI NAGAR, VITHAL MANDIR, 10101922/0, 0, NAVSARI","[{""NIC5DigitId"":""14109"",""Description"":""Manufacture of wearing apparel n.e.c.""},{""NIC5DigitId"":""14301"",""Description"":""Manufacture of knitted or crocheted wearing apparel and other made-up articles directly into shape (pullovers, cardigans, jerseys, waistcoats and similar articles)""}]"
24,GUJARAT,453,NAVSARI,396445,17/08/2024,SAI GROUP,"303, ANAND COMPLEX, CENTER BANK TO SAYAJI LIBRARY, 303, 8, NAVSARI","[{""NIC5DigitId"":""58131"",""Description"":""Publishing of newspapers""},{""NIC5DigitId"":""59112"",""Description"":""Video production""},{""NIC5DigitId"":""63910"",""Description"":""News agency activities""}]"
24,GUJARAT,453,NAVSARI,396321,26/07/2024,REKHABEN JAYESHBHAI BHOJVIA,"DEVIPUJAKVAS, TALODH, TALODH, DEVIPUJAKVAS, GANDEVI, VALSAD","[{""NIC5DigitId"":""46419"",""Description"":""Wholesale of other clothing items n.e.c.""}]"
24,GUJARAT,453,NAVSARI,396310,26/07/2024,Rama Earth Mover,"0, vachla faliya, maroli, 0, maroli, navsari","[{""NIC5DigitId"":""52219"",""Description"":""Other land transport services n.e.c""}]"
24,GUJARAT,453,NAVSARI,396321,26/07/2024,GUPTA HOSPITAL,"GUPTA HOSPITAL, ,, STATION ROAD, GUPTA HOSPITAL, ,, BILIMORA","[{""NIC5DigitId"":""86100"",""Description"":""Hospital activities""}]"
24,GUJARAT,453,NAVSARI,396325,26/07/2024,M/S Venus Engineering Works,"Plot no J 1/22, -, Ganesh Mandir Road, Plot no J 1/22, Antaliya G I D C, Bilimora","[{""NIC5DigitId"":""28223"",""Description"":""Manufacture of parts and accessories for the machine tools listed above""}]"
24,GUJARAT,453,NAVSARI,396450,26/07/2024,Shree Swami Samarth Parlour,"B/40, AKAR PARK SOCIETY, NEAR MARUTI NAGAR, B/40, 10, NAVSARI","[{""NIC5DigitId"":""96020"",""Description"":""Hairdressing and other beauty treatment""}]"
24,GUJARAT,453,NAVSARI,396521,26/07/2024,AFFEL HAIR ART,"Shop no 5, Gohil complex, Near water tank, Shop no 5, Chikhli, Chikhli","[{""NIC5DigitId"":""96020"",""Description"":""Hairdressing and other beauty treatment""}]"
24,GUJARAT,453,NAVSARI,396560,26/07/2024,SS FITNESS CLUB,"SHOP NO.39, JSD2 COMPLEX, CHIKHLI, SHOP NO.39, 0, CHIKHLI","[{""NIC5DigitId"":""86909"",""Description"":""Other human health activities n.e.c. (including independent ambulance activities)""}]"
24,GUJARAT,453,NAVSARI,396445,26/07/2024,Mahendra kuril,"93, Village City 2, Near Vishal nagar, 93, 93, Navsari","[{""NIC5DigitId"":""42909"",""Description"":""Other civil engineering projects n.e.c.""}]"
24,GUJARAT,453,NAVSARI,396560,26/07/2024,Jay ambe CSC centre,"rankuva, Char rasta, Kharel road  ,,gheriya circul, rankuva, Chikhli, Rankuva","[{""NIC5DigitId"":""62099"",""Description"":""Other information technology and computer service activities n.e.c""}]"
24,GUJARAT,453,NAVSARI,396580,10/7/2024,Axshay Farm and Nursery,"0, Talav Faliyu, Vansda, 0, 0, Navsari","[{""NIC5DigitId"":""47990"",""Description"":""Other retail sale not in stores, stalls or markets""}]"
24,GUJARAT,453,NAVSARI,396445,2/10/2024,Salim hanif shaikh,"135, Bhatha faliya, Navsari, 135, A, Navsari","[{""NIC5DigitId"":""49223"",""Description"":""Rental of private cars with driver""}]"
24,GUJARAT,453,NAVSARI,396415,2/10/2024,Maa Singotar Mandap,"221, Mota Halpatiwas, Navsari, 221, Navsari, Navsari","[{""NIC5DigitId"":""90002"",""Description"":""Operation of concert and theatre halls and other arts facilities""}]"
24,GUJARAT,453,NAVSARI,396445,2/10/2024,MAKWANA DIVYESH DIPAKBHAI,"76-2, KOT STREET, NEAR WATER TANK, KOT STREET, 76-2, NAVSARI, NAVSARI","[{""NIC5DigitId"":""96098"",""Description"":""General household maintenance activities like grooming of the floor, dusting, cleaning of utensils etc.""}]"
24,GUJARAT,453,NAVSARI,396521,2/10/2024,SARVODAY ENTERPRISE,"0, SHRI HARI CEMENT ARTICLES, OPP KISHAN QUARRY, VANSDA ROAD, 0, 0, CHIKHLI","[{""NIC5DigitId"":""23959"",""Description"":""Manufacture of other cement and asbestos cement products n.e.c.""}]"
24,GUJARAT,453,NAVSARI,396445,2/10/2024,Dipakbhai Dhanjibhai Devipujak,"2603, Shivam Nagar, Nagar road, 2603, 00, Navsari","[{""NIC5DigitId"":""14101"",""Description"":""Manufacture of all types of textile garments and clothing accessories""}]"
24,GUJARAT,453,NAVSARI,396409,25/07/2024,SIDHHI VINAYAK MEDICAL STORE PROVISON STORE,"Chikhli Vansda Road, Sidhhi vinayak Medical Store Provison store, Bamanvel Patiya, Chikhli Vansda Road, Chikhli, Chikhli","[{""NIC5DigitId"":""47721"",""Description"":""Retail sale of pharmaceuticals, medical and orthopaedic goods and toilet articles""}]"
24,GUJARAT,453,NAVSARI,396590,25/07/2024,Bhavikkumar Rajeshbhai Patel,"0, 0, vansda, 0, 0, navsari","[{""NIC5DigitId"":""77302"",""Description"":""Renting and operational leasing of agricultural and forestry machinery and equipment without operator""}]"
24,GUJARAT,453,NAVSARI,396445,25/07/2024,Chaudhari dashrathbhai ravtabhai,"0, Sweta appartment, Shantadevi road, 0, 0, NAvSARI","[{""NIC5DigitId"":""13139"",""Description"":""Other activities relating to finishing of textile n.e.c.""}]"
24,GUJARAT,453,NAVSARI,396430,26/07/2024,BHsquare Solar Installation & services,"385, Shreeji Nivas, Dungari Faliya, 385, Near Dungari, Navsari","[{""NIC5DigitId"":""69100"",""Description"":""Legal activities""}]"
24,GUJARAT,453,NAVSARI,396450,25/06/2024,VIRENDRA RAJARAM SINGH,"00, RAM NAGAR-3, VIJALPORE ROAD, 00, 00, NAVSARI","[{""NIC5DigitId"":""41001"",""Description"":""Construction of buildings carried out on own-account basis or on a fee or contract basis""}]"
24,GUJARAT,453,NAVSARI,396450,25/06/2024,SONALI VEGETABLE & PROVISION STORE,"623, SARDAR COLONY, NEAR AMBEDKARNAGAR ROAD, 623, WARD NO. 09, NAVSARI","[{""NIC5DigitId"":""47190"",""Description"":""Other retail sale in non-specialized stores""},{""NIC5DigitId"":""47212"",""Description"":""Retail sale of fresh or preserved fruit and vegetables""}]"
24,GUJARAT,453,NAVSARI,396450,25/06/2024,Mahakal Creation,"Plot no.5, House No.1042,Vashi Park, Railway Fatak, Plot no.5, 10, NAVSARI","[{""NIC5DigitId"":""14101"",""Description"":""Manufacture of all types of textile garments and clothing accessories""}]"
24,GUJARAT,453,NAVSARI,396445,25/06/2024,Patel traders,"11, Jalkamal society, Jalkamal, 11, Vijalpore, Navsari","[{""NIC5DigitId"":""56291"",""Description"":""Activities of food service contractors (e.g. for transportation companies)""}]"
24,GUJARAT,453,NAVSARI,396445,25/06/2024,R K ENTERPRISE,"10074614/0, BOMBAY MARKET, TOWER ROAD, 10074614/0, TALUKA:NAVSARI, NAVSARI","[{""NIC5DigitId"":""08992"",""Description"":""Mining and quarrying of abrasive materials (pumice stone, emery, corundum,garnet and other natural abrasives)""}]"
24,GUJARAT,453,NAVSARI,396445,24/05/2024,HEMLATABEN V PATEL,"1, OPP WATER TANK, ITALVA, 1, ITALVA, NAVSARI","[{""NIC5DigitId"":""47990"",""Description"":""Other retail sale not in stores, stalls or markets""},{""NIC5DigitId"":""01612"",""Description"":""Operation of agricultural irrigation equipment""}]"
24,GUJARAT,453,NAVSARI,396427,24/05/2024,SARJAN CONSTRUCTIONS,"J-131-6,, RADHESHYAM SOCIETY, JAMALPORE, KALIYAWADI, J-131-6,, ., NAVSARI","[{""NIC5DigitId"":""42209"",""Description"":""Construction of utility projects n.e.c.""},{""NIC5DigitId"":""41002"",""Description"":""Activities relating to alteration, addition, repair, maintenance carried out on own-account basis or on a fee or contract basis""}]"
24,GUJARAT,453,NAVSARI,396521,25/05/2024,SHANKARBHAI RAVJIBHAI PATEL,"000, 000, NAVANAGAR, 000, 000, TAL CHIKHLI NAVSARI","[{""NIC5DigitId"":""49231"",""Description"":""Motorised road freight transport""}]"
24,GUJARAT,453,NAVSARI,396445,2/7/2024,LUCKY FX,"11/4, MOTA BAZAR, NAVSARI, 11/4, MOTA BAZAR, NAVSARI","[{""NIC5DigitId"":""66190"",""Description"":""Activities auxiliary to financial service activities n.e.c.""}]"
24,GUJARAT,453,NAVSARI,396445,6/2/2024,chetankumar parshottambhai patel,"GAURI SANKAR MHOLLO, JALALPOR, JALALPORE ROAD, GAURI SANKAR MHOLLO, JALALPOR, NAVSARI","[{""NIC5DigitId"":""47510"",""Description"":""Retail sale of textiles in specialized stores""}]"
24,GUJARAT,453,NAVSARI,396445,24/06/2024,VINODKUMAR VRAJLAL PATEL HUF,"07, GURUKRIPA, NAVSARI, 07, MANEKLAL ROAD, NAVSARI","[{""NIC5DigitId"":""70200"",""Description"":""Management consultancy activities""}]"
24,GUJARAT,453,NAVSARI,396580,8/5/2024,OM KIRANA STORE,"00, CHUNKHADA FALIYA, VANSDA, 00, 00, VANSDA","[{""NIC5DigitId"":""47110"",""Description"":""Retail sale in non-specialized stores with food, beverages or tobacco predominating""}]"
24,GUJARAT,453,NAVSARI,396445,9/5/2024,Om Sai Beauty Parlour,"SHOP NO. 1, NIRMA NAGAR, OPP. ITI SCHOOL, SHOP NO. 1, 3, NAVSARI","[{""NIC5DigitId"":""96020"",""Description"":""Hairdressing and other beauty treatment""}]"
24,GUJARAT,453,NAVSARI,396445,9/5/2024,SURESH MANILAL BODHANWALA,"SHOP NO.10, FISH MARKET, VIRAVAL ROAD, HIDAYAT NAGAR, BESIDE GHADHEVA, SHOP NO.10, NAVSARI, NAVSARI","[{""NIC5DigitId"":""47213"",""Description"":""Retail sale of meat, meat products, poultry products, fish, other seafood and products thereof""},{""NIC5DigitId"":""56291"",""Description"":""Activities of food service contractors (e.g. for transportation companies)""}]"
24,GUJARAT,453,NAVSARI,396445,24/06/2024,pallavi vishal hinge,"48, laxminagar-1, vijalpore, 48, 48, navsari","[{""NIC5DigitId"":""38110"",""Description"":""Collection of non-hazardous waste""}]"
24,GUJARAT,453,NAVSARI,396450,4/7/2024,SNEHA SANTOSH MAHADIK,"1029, GHANSHYAM PARK, -, 1029, 00, NAVSARI","[{""NIC5DigitId"":""14101"",""Description"":""Manufacture of all types of textile garments and clothing accessories""}]"
24,GUJARAT,453,NAVSARI,396433,4/7/2024,PN Enterprise,"385, PN ENTERPRISE, KUWA FALIYA, 385, Pardi, Navsari","[{""NIC5DigitId"":""47411"",""Description"":""Retail sale of computers and computer peripherals""}]"
24,GUJARAT,453,NAVSARI,394250,4/7/2024,HITESHBHAI D KHASTIYA,"0, HATVADA FALIYU, MAHUVA, 0, 0, SURAT","[{""NIC5DigitId"":""23921"",""Description"":""Manufacture of bricks""}]"
24,GUJARAT,453,NAVSARI,396445,4/7/2024,JOGESHWARI MOBILE,"2, KISTAD APPARTMENT, NEAR SHREE NATH ICE CREAM, 2, 1, NAVSARI","[{""NIC5DigitId"":""47414"",""Description"":""Retail sale of telecommunication equipment""}]"
24,GUJARAT,453,NAVSARI,396530,4/7/2024,Jai Ambe Construction,"-, -, Degam, -, chikhli, Navsari","[{""NIC5DigitId"":""78300"",""Description"":""Human resources provision and management of human resources functions""}]"
24,GUJARAT,453,NAVSARI,396580,4/7/2024,Ashapura Loan services,"SHOP NO 16, BRB  COMPLEX, HANUMANT BARI, SHOP NO 16, NEAR BANDHAN BANK, VANSDA","[{""NIC5DigitId"":""66190"",""Description"":""Activities auxiliary to financial service activities n.e.c.""}]"
24,GUJARAT,453,NAVSARI,396540,4/7/2024,SANJAYBHAI NANUBHAI PATEL,"11, SADAK FALIYA, CHIKHLI, 11, 0, NAVSARI","[{""NIC5DigitId"":""49231"",""Description"":""Motorised road freight transport""}]"
24,GUJARAT,453,NAVSARI,396560,4/7/2024,"Hand Embroidery, Zari & Zardosi Work","0, Tankal, Moti Koliwad, Tankal, 0, Chikhli, Chikhli","[{""NIC5DigitId"":""32120"",""Description"":""Manufacture of imitation jewellery and related articles""}]"
24,GUJARAT,453,NAVSARI,396445,4/7/2024,TULSI CREATION,"C-27, 1ST FLOOR, -, UDHYOGNAGAR, C-27, 1ST FLOOR, -, NAVSARI","[{""NIC5DigitId"":""13139"",""Description"":""Other activities relating to finishing of textile n.e.c.""}]"
24,GUJARAT,453,NAVSARI,396445,4/7/2024,SUMAN MAHESHKUMAR SHARMA,"-, -, RUSTAMWADI, MITHILA NAGAR, -, -, NAVSARI","[{""NIC5DigitId"":""32112"",""Description"":""Working of diamonds and other precious and semi-precious stones including the working of industrial quality stones and synthetic or reconstructed precious or semi-precious stones""}]"
24,GUJARAT,453,NAVSARI,396521,1/6/2024,SHUBHAM LADIES TAILOR,"4435, NARAYAN NAGAR, GOL FALIYA, NR. AMBA MATA TEMPLE, 4435, ., CHIKHALI","[{""NIC5DigitId"":""14109"",""Description"":""Manufacture of wearing apparel n.e.c.""}]"
24,GUJARAT,453,NAVSARI,396445,1/6/2024,HITESH RUPAJI PRAJAPATI,"1707, -, GRID ROAD NEAR CHOVISI SCHOOL, 1707, NAVSARI, NAVSARI","[{""NIC5DigitId"":""47190"",""Description"":""Other retail sale in non-specialized stores""}]"
24,GUJARAT,453,NAVSARI,396463,1/6/2024,OM KIRANA STORE,"SHOP NO 17, JASODANAGAR SHOPPING CENTRE GANESH, SISODRA, SHOP NO 17, NAVSARI, NAVSARI","[{""NIC5DigitId"":""47219"",""Description"":""Retail sale of other food products n.e.c.""}]"
24,GUJARAT,453,NAVSARI,396445,1/6/2024,New Life vyasan mukti Kendra,"2nd floor, Shiv arcade, Chapra char rasta, 2nd floor, A, Navsari","[{""NIC5DigitId"":""09101"",""Description"":""Services incidental to off shore oil extraction""}]"
24,GUJARAT,453,NAVSARI,396445,1/6/2024,PATEL DIPESHKUMAR GOVINDBHAI,"227, TALAV NI PAL, VIRAVAL, 227, -, NAVSARI","[{""NIC5DigitId"":""68100"",""Description"":""Real estate activities with own or leased property""}]"
24,GUJARAT,453,NAVSARI,396445,1/6/2024,Kiranbhai Bagde,"3762, Shambhajinagar, vijalpore, 3762, 0, Navsari","[{""NIC5DigitId"":""10798"",""Description"":""Processing of salt into food-grade salt, e.g. iodized salt""}]"
24,GUJARAT,453,NAVSARI,396060,25/05/2024,HANSA DAIRY,"Vachla faliya, Godthal, Godthal, Vachla faliya, Godthal, Chikhli","[{""NIC5DigitId"":""47714"",""Description"":""Retail sale of leather goods and travel accessories of leather and leather substitutes""}]"
24,GUJARAT,453,NAVSARI,396321,25/05/2024,Dharvi enterprice,"3, Swami Vivekanand Chowk, Khada Market, 3, bilimora, bilimora","[{""NIC5DigitId"":""47110"",""Description"":""Retail sale in non-specialized stores with food, beverages or tobacco predominating""}]"
24,GUJARAT,453,NAVSARI,396445,14/07/2024,DHARA GRUH UDYOG,"102, MATHAKUVA, JALALPORE, 102, JALALPORE, NAVSARI","[{""NIC5DigitId"":""56292"",""Description"":""Operation of canteens or (e.g. for factories, offices, hospitals or schools) on a concession basis""}]"
24,GUJARAT,453,NAVSARI,396445,18/06/2024,RESHMA ANJUM TAJUDDIN SHAIKH,"A-1, SAVAR POLICE LINE, LUNCIKUI ROAD, A-1, 12, NAVSARI","[{""NIC5DigitId"":""13139"",""Description"":""Other activities relating to finishing of textile n.e.c.""}]"
24,GUJARAT,453,NAVSARI,396450,18/06/2024,KRISHNALAL GAUN,"1348/1, RAMNAGAR-2, AMBEDKARNAGAR SCHOOL ROAD, 1348/1, 00, NAVSARI","[{""NIC5DigitId"":""43221"",""Description"":""Installation of plumbing for water, gas and sanitation equipments""}]"
24,GUJARAT,453,NAVSARI,396521,18/06/2024,RUDRA STONE QUARRY,"Ground Floor, Near Amardip Quarry, Chikhli, Ground Floor, 1, Navsari","[{""NIC5DigitId"":""05109"",""Description"":""Other operations relating to mining and agglomeration of hard coal""}]"
24,GUJARAT,453,NAVSARI,396406,20/05/2024,HALPATI MADHUBEN MAHESHBHAI,"JALARAM FALIYU, AMRAV FALIYA, ABRAMA, JALARAM FALIYU, JALALPORE, NAVSARI","[{""NIC5DigitId"":""96092"",""Description"":""Pet care services such as boarding, grooming and training pets etc.""}]"
